booking_id,customer_id,city,unit_size,start_date,end_date,duration_months,monthly_price,total_revenue,channel,repeat_customer
2501,1506,Tampere,5m² Unit,2024-10-10,2025-09-05,11,115.0,1265.0,Partner,1
2502,3238,Turku,Premium Climate,2024-12-29,2025-05-28,5,168.3,841.5,Walk-in,1
2503,3047,Vantaa,Premium Climate,2025-12-06,2026-03-06,3,191.25,573.75,Google Ads,1
2504,3390,Helsinki,Small Locker,2025-12-31,2026-11-26,11,76.5,841.5,Walk-in,0
2505,8477,Espoo,Premium Climate,2026-01-22,2026-07-21,6,206.55,1239.3,Walk-in,0
2506,9171,Vantaa,10m² Unit,2025-06-24,2025-08-23,2,234.38,468.76,Referral,0
2507,3784,Vantaa,10m² Unit,2025-11-28,2026-04-27,5,159.38,796.9,Walk-in,1
2508,5087,Turku,Premium Climate,2024-06-11,2024-08-10,2,247.5,495.0,Partner,1
2509,6299,Turku,Premium Climate,2025-01-14,2025-02-13,1,168.3,168.3,Walk-in,0
2510,7239,Vantaa,Small Locker,2025-12-16,2026-11-11,11,63.75,701.25,Google Ads,0
2511,6314,Helsinki,10m² Unit,2024-12-01,2025-01-30,2,191.25,382.5,Walk-in,1
2512,4799,Tampere,Premium Climate,2024-07-06,2025-04-02,9,258.75,2328.75,Google Ads,0
2513,1877,Helsinki,5m² Unit,2024-07-30,2025-06-25,11,187.5,2062.5,Partner,1
2514,6089,Tampere,10m² Unit,2026-01-04,2026-02-03,1,146.62,146.62,Partner,0
2515,4839,Turku,Small Locker,2024-08-21,2025-01-18,5,82.5,412.5,Website,0
2516,1640,Tampere,5m² Unit,2025-12-14,2026-06-12,6,97.75,586.5,Partner,1
2517,7064,Tampere,5m² Unit,2025-01-29,2025-08-27,7,97.75,684.25,Website,1
2518,7712,Tampere,10m² Unit,2024-08-11,2024-09-10,1,215.62,215.62,Referral,1
2519,3063,Vantaa,Premium Climate,2026-02-13,2026-05-14,3,191.25,573.75,Walk-in,1
2520,4381,Tampere,Premium Climate,2025-05-26,2025-09-23,4,258.75,1035.0,Walk-in,1
2521,1168,Tampere,Premium Climate,2026-04-21,2026-07-20,3,207.0,621.0,Partner,0
2522,5804,Espoo,Premium Climate,2026-03-24,2026-12-19,9,243.0,2187.0,Google Ads,1
2523,4674,Helsinki,5m² Unit,2026-01-09,2026-06-08,5,127.5,637.5,Website,1
2524,4446,Helsinki,10m² Unit,2025-05-30,2025-11-26,6,281.25,1687.5,Google Ads,0
2525,7428,Helsinki,5m² Unit,2026-03-16,2026-04-15,1,150.0,150.0,Google Ads,1
2526,7312,Espoo,5m² Unit,2024-06-12,2024-11-09,5,168.75,843.75,Google Ads,1
2527,9920,Tampere,10m² Unit,2024-05-04,2024-09-01,4,215.62,862.48,Google Ads,1
2528,5324,Tampere,Small Locker,2025-12-05,2026-09-01,9,58.65,527.85,Partner,1
2529,1761,Turku,5m² Unit,2026-01-03,2026-11-29,11,93.5,1028.5,Walk-in,0
2530,8584,Tampere,5m² Unit,2025-11-14,2026-10-10,11,97.75,1075.25,Google Ads,0
2531,5802,Turku,Small Locker,2024-06-27,2024-12-24,6,82.5,495.0,Website,1
2532,1439,Turku,Small Locker,2026-01-20,2026-07-19,6,56.1,336.6,Website,0
2533,2776,Vantaa,10m² Unit,2024-09-10,2025-07-07,10,187.5,1875.0,Google Ads,0
2534,2730,Espoo,Small Locker,2025-12-21,2026-04-20,4,68.85,275.4,Website,1
2535,8748,Espoo,Premium Climate,2025-05-16,2025-10-13,5,303.75,1518.75,Google Ads,0
2536,1122,Espoo,5m² Unit,2025-04-23,2026-04-18,12,135.0,1620.0,Walk-in,0
2537,9715,Vantaa,5m² Unit,2024-07-12,2025-05-08,10,156.25,1562.5,Partner,1
2538,1444,Helsinki,5m² Unit,2024-11-28,2025-10-24,11,127.5,1402.5,Walk-in,0
2539,7306,Vantaa,Small Locker,2025-08-07,2025-10-06,2,93.75,187.5,Google Ads,1
2540,1675,Tampere,Small Locker,2024-11-15,2025-03-15,4,58.65,234.6,Website,0
2541,6020,Helsinki,5m² Unit,2026-02-16,2026-03-18,1,127.5,127.5,Partner,1
2542,3081,Tampere,Premium Climate,2026-03-09,2026-10-05,7,207.0,1449.0,Referral,1
2543,8175,Tampere,10m² Unit,2025-10-10,2026-06-07,8,172.5,1380.0,Walk-in,1
2544,8497,Helsinki,Small Locker,2024-07-29,2025-01-25,6,112.5,675.0,Walk-in,0
2545,2271,Tampere,5m² Unit,2025-09-13,2026-01-11,4,115.0,460.0,Walk-in,1
2546,9132,Helsinki,5m² Unit,2025-09-07,2026-09-02,12,150.0,1800.0,Partner,1
2547,1513,Vantaa,5m² Unit,2026-02-15,2027-01-11,11,106.25,1168.75,Referral,1
2548,7364,Vantaa,Premium Climate,2024-11-06,2025-10-02,11,191.25,2103.75,Google Ads,1
2549,9179,Tampere,Premium Climate,2025-02-16,2025-12-13,10,175.95,1759.5,Partner,1
2550,2713,Turku,Premium Climate,2025-03-05,2025-08-02,5,198.0,990.0,Walk-in,1
2551,4805,Helsinki,Small Locker,2026-01-17,2026-12-13,11,76.5,841.5,Walk-in,1
2552,4739,Helsinki,10m² Unit,2025-03-31,2025-11-26,8,225.0,1800.0,Referral,0
2553,9907,Espoo,5m² Unit,2026-04-07,2026-08-05,4,135.0,540.0,Referral,0
2554,3192,Tampere,10m² Unit,2024-05-28,2024-06-27,1,215.62,215.62,Website,0
2555,2605,Helsinki,5m² Unit,2025-04-21,2025-09-18,5,150.0,750.0,Website,1
2556,5530,Vantaa,10m² Unit,2025-12-30,2026-01-29,1,159.38,159.38,Google Ads,0
2557,6882,Helsinki,5m² Unit,2025-07-05,2026-01-01,6,187.5,1125.0,Google Ads,1
2558,8397,Tampere,Small Locker,2026-01-11,2026-03-12,2,58.65,117.3,Referral,1
2559,8379,Turku,Premium Climate,2024-12-11,2025-05-10,5,168.3,841.5,Walk-in,0
2560,4771,Turku,Small Locker,2024-07-12,2025-07-07,12,82.5,990.0,Walk-in,1
2561,7223,Vantaa,10m² Unit,2025-04-13,2026-04-08,12,187.5,2250.0,Website,1
2562,6269,Helsinki,10m² Unit,2025-06-29,2026-01-25,7,281.25,1968.75,Referral,1
2563,9087,Tampere,Premium Climate,2026-04-08,2026-05-08,1,207.0,207.0,Walk-in,1
2564,6945,Helsinki,Small Locker,2024-05-22,2024-08-20,3,112.5,337.5,Walk-in,0
2565,7367,Espoo,Small Locker,2025-07-27,2025-09-25,2,101.25,202.5,Walk-in,1
2566,5945,Helsinki,10m² Unit,2025-06-21,2025-10-19,4,281.25,1125.0,Website,0
2567,8800,Turku,Premium Climate,2025-05-16,2026-05-11,12,247.5,2970.0,Partner,1
2568,6639,Vantaa,Premium Climate,2024-10-09,2025-01-07,3,225.0,675.0,Website,1
2569,5377,Turku,5m² Unit,2025-03-11,2025-06-09,3,110.0,330.0,Website,0
2570,8572,Espoo,Premium Climate,2026-03-15,2026-07-13,4,243.0,972.0,Partner,0
2571,1784,Helsinki,Small Locker,2024-06-25,2024-10-23,4,112.5,450.0,Website,0
2572,2280,Espoo,Small Locker,2024-06-21,2024-08-20,2,101.25,202.5,Walk-in,0
2573,3490,Vantaa,Premium Climate,2025-07-04,2025-10-02,3,281.25,843.75,Google Ads,0
2574,6205,Turku,10m² Unit,2025-09-30,2026-04-28,7,165.0,1155.0,Walk-in,0
2575,7340,Turku,Small Locker,2025-11-18,2025-12-18,1,56.1,56.1,Walk-in,0
2576,5102,Tampere,Premium Climate,2024-06-23,2024-12-20,6,258.75,1552.5,Google Ads,0
2577,9397,Espoo,10m² Unit,2025-04-16,2025-07-15,3,202.5,607.5,Google Ads,1
2578,2154,Vantaa,Premium Climate,2026-02-15,2026-11-12,9,191.25,1721.25,Website,1
2579,6136,Espoo,Premium Climate,2024-11-06,2025-08-03,9,206.55,1858.95,Partner,1
2580,7186,Vantaa,10m² Unit,2024-06-16,2025-01-12,7,234.38,1640.66,Walk-in,0
2581,3686,Turku,10m² Unit,2025-09-24,2026-09-19,12,165.0,1980.0,Partner,1
2582,9489,Tampere,Small Locker,2025-02-04,2025-10-02,8,58.65,469.2,Referral,1
2583,3310,Tampere,Premium Climate,2025-08-02,2026-02-28,7,258.75,1811.25,Walk-in,0
2584,7569,Vantaa,Premium Climate,2024-05-27,2024-12-23,7,281.25,1968.75,Referral,0
2585,7913,Helsinki,Premium Climate,2025-01-15,2025-04-15,3,229.5,688.5,Website,1
2586,2530,Vantaa,5m² Unit,2025-09-13,2026-09-08,12,125.0,1500.0,Walk-in,0
2587,2978,Espoo,5m² Unit,2025-08-17,2026-07-13,11,168.75,1856.25,Google Ads,0
2588,3679,Helsinki,Small Locker,2025-10-12,2026-10-07,12,90.0,1080.0,Walk-in,0
2589,9861,Vantaa,Premium Climate,2025-07-28,2025-10-26,3,281.25,843.75,Website,1
2590,5890,Helsinki,Small Locker,2025-07-08,2025-10-06,3,112.5,337.5,Partner,1
2591,3085,Helsinki,10m² Unit,2024-06-03,2024-07-03,1,281.25,281.25,Walk-in,0
2592,2869,Tampere,Small Locker,2024-12-30,2025-05-29,5,58.65,293.25,Google Ads,1
2593,2750,Vantaa,5m² Unit,2025-11-18,2026-07-16,8,106.25,850.0,Walk-in,1
2594,9341,Espoo,10m² Unit,2024-06-10,2024-12-07,6,253.12,1518.72,Referral,0
2595,7821,Tampere,5m² Unit,2025-05-04,2025-10-31,6,143.75,862.5,Google Ads,0
2596,3714,Tampere,10m² Unit,2025-11-05,2026-04-04,5,146.62,733.1,Website,0
2597,9039,Helsinki,5m² Unit,2025-01-25,2025-03-26,2,127.5,255.0,Partner,0
2598,2625,Vantaa,Premium Climate,2025-08-30,2026-05-27,9,281.25,2531.25,Walk-in,1
2599,8976,Vantaa,Premium Climate,2025-10-27,2026-10-22,12,225.0,2700.0,Website,0
2600,3700,Tampere,Premium Climate,2024-09-29,2025-08-25,11,207.0,2277.0,Walk-in,1
2601,2874,Tampere,10m² Unit,2024-04-28,2024-05-28,1,172.5,172.5,Referral,1
2602,2538,Tampere,Premium Climate,2024-12-28,2025-05-27,5,175.95,879.75,Referral,1
2603,7600,Turku,10m² Unit,2026-01-20,2026-02-19,1,140.25,140.25,Partner,0
2604,1743,Tampere,Small Locker,2024-06-30,2025-05-26,11,86.25,948.75,Google Ads,1
2605,4024,Turku,Small Locker,2025-02-19,2025-09-17,7,56.1,392.7,Website,1
2606,5206,Tampere,Small Locker,2024-12-08,2025-01-07,1,58.65,58.65,Partner,1
2607,9312,Turku,Premium Climate,2025-12-13,2026-02-11,2,168.3,336.6,Partner,0
2608,2690,Tampere,Small Locker,2025-01-27,2025-02-26,1,58.65,58.65,Google Ads,0
2609,1349,Helsinki,10m² Unit,2025-04-02,2025-10-29,7,225.0,1575.0,Website,1
2610,4845,Espoo,Small Locker,2024-09-02,2024-12-31,4,81.0,324.0,Google Ads,0
2611,8244,Vantaa,10m² Unit,2025-07-10,2026-04-06,9,234.38,2109.42,Google Ads,1
2612,9479,Espoo,Premium Climate,2025-02-20,2025-03-22,1,206.55,206.55,Referral,1
2613,2870,Espoo,10m² Unit,2025-05-03,2026-04-28,12,253.12,3037.44,Google Ads,1
2614,4667,Tampere,Small Locker,2025-06-02,2025-07-02,1,86.25,86.25,Referral,0
2615,9908,Espoo,5m² Unit,2025-05-14,2025-12-10,7,168.75,1181.25,Google Ads,0
2616,8876,Vantaa,Premium Climate,2026-01-20,2026-06-19,5,191.25,956.25,Walk-in,0
2617,4302,Tampere,Small Locker,2025-12-30,2026-03-30,3,58.65,175.95,Website,0
2618,1684,Turku,10m² Unit,2025-09-10,2026-07-07,10,165.0,1650.0,Referral,0
2619,8019,Vantaa,Small Locker,2025-09-21,2026-08-17,11,75.0,825.0,Referral,1
2620,4849,Turku,Small Locker,2025-08-12,2026-08-07,12,82.5,990.0,Website,0
2621,2843,Turku,5m² Unit,2024-07-01,2024-10-29,4,137.5,550.0,Google Ads,1
2622,6730,Vantaa,5m² Unit,2025-07-15,2025-08-14,1,156.25,156.25,Partner,1
2623,1880,Espoo,Small Locker,2025-07-09,2025-11-06,4,101.25,405.0,Referral,0
2624,1776,Tampere,10m² Unit,2025-06-01,2025-09-29,4,215.62,862.48,Walk-in,0
2625,3767,Vantaa,10m² Unit,2024-05-16,2025-03-12,10,234.38,2343.8,Walk-in,0
2626,7737,Turku,5m² Unit,2025-01-24,2026-01-19,12,93.5,1122.0,Walk-in,0
2627,3875,Espoo,Small Locker,2025-10-20,2025-12-19,2,81.0,162.0,Partner,1
2628,1171,Espoo,Small Locker,2024-06-22,2025-04-18,10,101.25,1012.5,Google Ads,0
2629,7522,Turku,10m² Unit,2024-07-14,2025-01-10,6,206.25,1237.5,Referral,0
2630,2888,Tampere,5m² Unit,2025-03-28,2026-01-22,10,115.0,1150.0,Website,0
2631,6261,Espoo,5m² Unit,2024-07-31,2025-04-27,9,168.75,1518.75,Referral,0
2632,5577,Vantaa,Premium Climate,2025-12-01,2026-10-27,11,191.25,2103.75,Walk-in,0
2633,7204,Tampere,10m² Unit,2025-11-08,2025-12-08,1,146.62,146.62,Partner,1
2634,6128,Espoo,10m² Unit,2024-06-26,2024-09-24,3,253.12,759.36,Walk-in,0
2635,2788,Tampere,Small Locker,2025-06-15,2025-09-13,3,86.25,258.75,Google Ads,1
2636,3402,Turku,10m² Unit,2025-10-20,2026-08-16,10,165.0,1650.0,Referral,1
2637,6503,Espoo,Small Locker,2025-03-10,2025-07-08,4,81.0,324.0,Walk-in,1
2638,5290,Espoo,Premium Climate,2026-03-01,2026-05-30,3,243.0,729.0,Walk-in,1
2639,2119,Vantaa,10m² Unit,2024-12-09,2025-12-04,12,159.38,1912.56,Walk-in,1
2640,6206,Helsinki,Small Locker,2025-06-15,2025-07-15,1,112.5,112.5,Walk-in,1
2641,1549,Turku,5m² Unit,2024-11-01,2024-12-01,1,93.5,93.5,Referral,0
2642,6138,Tampere,Premium Climate,2025-10-15,2026-08-11,10,207.0,2070.0,Walk-in,1
2643,8981,Espoo,10m² Unit,2024-06-11,2025-01-07,7,253.12,1771.84,Partner,0
2644,2472,Vantaa,Premium Climate,2024-10-12,2024-12-11,2,225.0,450.0,Partner,0
2645,1769,Turku,10m² Unit,2024-08-16,2025-03-14,7,206.25,1443.75,Referral,1
2646,7232,Espoo,5m² Unit,2025-11-30,2026-04-29,5,114.75,573.75,Walk-in,1
2647,9923,Vantaa,5m² Unit,2025-10-25,2026-10-20,12,125.0,1500.0,Walk-in,1
2648,2262,Vantaa,5m² Unit,2025-05-14,2026-01-09,8,156.25,1250.0,Partner,0
2649,7400,Helsinki,Small Locker,2024-07-22,2025-01-18,6,112.5,675.0,Partner,1
2650,4973,Vantaa,10m² Unit,2026-04-17,2026-11-13,7,187.5,1312.5,Walk-in,0
2651,9559,Espoo,Small Locker,2024-05-22,2025-03-18,10,101.25,1012.5,Partner,0
2652,6737,Tampere,Small Locker,2026-04-07,2027-01-02,9,69.0,621.0,Website,0
2653,5392,Turku,5m² Unit,2024-08-30,2025-08-25,12,137.5,1650.0,Website,0
2654,4387,Helsinki,5m² Unit,2024-05-11,2024-09-08,4,187.5,750.0,Website,1
2655,8875,Helsinki,5m² Unit,2024-05-06,2025-05-01,12,187.5,2250.0,Walk-in,0
2656,1983,Turku,5m² Unit,2025-08-02,2025-10-31,3,137.5,412.5,Walk-in,1
2657,2506,Espoo,Small Locker,2025-06-07,2025-11-04,5,101.25,506.25,Google Ads,0
2658,9713,Helsinki,10m² Unit,2024-04-25,2024-08-23,4,225.0,900.0,Google Ads,0
2659,6149,Helsinki,10m² Unit,2024-04-24,2025-01-19,9,225.0,2025.0,Google Ads,1
2660,1399,Tampere,Premium Climate,2026-03-08,2026-06-06,3,207.0,621.0,Partner,0
2661,6366,Turku,5m² Unit,2025-12-05,2026-07-03,7,93.5,654.5,Google Ads,0
2662,8277,Helsinki,5m² Unit,2026-04-21,2027-01-16,9,150.0,1350.0,Google Ads,0
2663,9281,Espoo,5m² Unit,2025-05-28,2026-05-23,12,168.75,2025.0,Walk-in,1
2664,3635,Helsinki,5m² Unit,2025-04-30,2025-09-27,5,150.0,750.0,Walk-in,1
2665,5797,Helsinki,5m² Unit,2025-06-04,2025-09-02,3,187.5,562.5,Website,1
2666,8583,Turku,Small Locker,2025-05-06,2026-03-02,10,82.5,825.0,Google Ads,0
2667,7327,Tampere,Premium Climate,2025-03-06,2025-04-05,1,207.0,207.0,Google Ads,0
2668,4172,Turku,10m² Unit,2026-01-26,2026-06-25,5,140.25,701.25,Website,0
2669,4979,Helsinki,10m² Unit,2026-04-15,2026-10-12,6,225.0,1350.0,Partner,0
2670,6129,Helsinki,5m² Unit,2026-03-08,2026-11-03,8,150.0,1200.0,Referral,0
2671,3518,Espoo,10m² Unit,2025-05-26,2026-02-20,9,253.12,2278.08,Walk-in,0
2672,8154,Helsinki,Small Locker,2025-09-17,2026-07-14,10,90.0,900.0,Walk-in,0
2673,3511,Tampere,5m² Unit,2025-01-03,2025-03-04,2,97.75,195.5,Partner,1
2674,3982,Turku,10m² Unit,2025-03-23,2025-10-19,7,165.0,1155.0,Walk-in,1
2675,6025,Tampere,5m² Unit,2025-12-18,2026-05-17,5,97.75,488.75,Partner,1
2676,8021,Helsinki,10m² Unit,2026-03-07,2026-08-04,5,225.0,1125.0,Partner,1
2677,2961,Vantaa,Small Locker,2024-07-16,2025-01-12,6,93.75,562.5,Partner,1
2678,6901,Tampere,Premium Climate,2024-04-25,2024-07-24,3,207.0,621.0,Partner,1
2679,1461,Tampere,10m² Unit,2025-05-29,2025-08-27,3,215.62,646.86,Referral,1
2680,6298,Espoo,Premium Climate,2026-03-29,2026-04-28,1,243.0,243.0,Website,0
2681,3542,Espoo,Small Locker,2024-05-18,2024-10-15,5,101.25,506.25,Website,1
2682,7660,Tampere,10m² Unit,2025-03-13,2025-06-11,3,172.5,517.5,Website,1
2683,9819,Vantaa,5m² Unit,2024-07-03,2024-12-30,6,156.25,937.5,Website,0
2684,8311,Espoo,Small Locker,2024-12-29,2025-03-29,3,68.85,206.55,Walk-in,0
2685,2156,Vantaa,Premium Climate,2024-09-30,2024-11-29,2,225.0,450.0,Google Ads,1
2686,7930,Helsinki,10m² Unit,2025-01-29,2025-09-26,8,191.25,1530.0,Website,1
2687,7446,Helsinki,Premium Climate,2026-01-18,2026-05-18,4,229.5,918.0,Website,1
2688,8527,Vantaa,Premium Climate,2025-10-10,2026-10-05,12,225.0,2700.0,Google Ads,1
2689,1226,Helsinki,Small Locker,2025-02-04,2026-01-30,12,76.5,918.0,Referral,1
2690,5190,Espoo,Premium Climate,2024-12-26,2025-02-24,2,206.55,413.1,Website,1
2691,7802,Helsinki,Small Locker,2026-01-10,2026-03-11,2,76.5,153.0,Referral,1
2692,3891,Vantaa,10m² Unit,2024-10-18,2025-10-13,12,187.5,2250.0,Walk-in,1
2693,4519,Vantaa,5m² Unit,2026-03-07,2027-01-31,11,125.0,1375.0,Walk-in,0
2694,2808,Vantaa,Small Locker,2026-01-21,2026-03-22,2,63.75,127.5,Walk-in,0
2695,8497,Tampere,Premium Climate,2025-02-01,2025-03-03,1,175.95,175.95,Website,1
2696,3627,Vantaa,Small Locker,2024-07-12,2025-01-08,6,93.75,562.5,Partner,1
2697,4405,Espoo,5m² Unit,2024-12-01,2025-03-31,4,114.75,459.0,Partner,0
2698,8043,Espoo,5m² Unit,2025-07-25,2025-11-22,4,168.75,675.0,Referral,0
2699,2212,Espoo,5m² Unit,2025-08-12,2026-04-09,8,168.75,1350.0,Partner,0
2700,3126,Vantaa,Premium Climate,2025-05-16,2026-03-12,10,281.25,2812.5,Partner,1
2701,5898,Vantaa,5m² Unit,2025-08-20,2025-12-18,4,156.25,625.0,Referral,1
2702,3271,Turku,10m² Unit,2024-12-17,2025-12-12,12,140.25,1683.0,Referral,0
2703,9923,Vantaa,Small Locker,2024-09-14,2024-10-14,1,75.0,75.0,Walk-in,0
2704,2903,Turku,Premium Climate,2025-07-02,2025-12-29,6,247.5,1485.0,Referral,0
2705,2618,Espoo,Small Locker,2024-11-10,2025-08-07,9,68.85,619.65,Website,1
2706,9784,Turku,Small Locker,2025-06-03,2026-04-29,11,82.5,907.5,Walk-in,1
2707,9415,Helsinki,Premium Climate,2025-04-24,2025-06-23,2,270.0,540.0,Partner,1
2708,3163,Tampere,5m² Unit,2024-12-30,2025-08-27,8,97.75,782.0,Google Ads,0
2709,2352,Helsinki,10m² Unit,2025-05-27,2026-04-22,11,281.25,3093.75,Referral,0
2710,2066,Turku,Premium Climate,2024-10-30,2024-11-29,1,198.0,198.0,Walk-in,0
2711,3429,Turku,10m² Unit,2024-10-05,2025-03-04,5,165.0,825.0,Walk-in,0
2712,9376,Vantaa,5m² Unit,2025-10-23,2026-09-18,11,125.0,1375.0,Referral,0
2713,1230,Vantaa,Small Locker,2025-03-09,2025-07-07,4,75.0,300.0,Walk-in,1
2714,7118,Tampere,Premium Climate,2024-08-09,2025-05-06,9,258.75,2328.75,Partner,1
2715,4794,Espoo,5m² Unit,2025-10-26,2025-11-25,1,135.0,135.0,Referral,0
2716,1456,Tampere,10m² Unit,2024-06-30,2024-10-28,4,215.62,862.48,Partner,1
2717,7330,Helsinki,5m² Unit,2025-07-29,2026-01-25,6,187.5,1125.0,Website,0
2718,3828,Espoo,Premium Climate,2025-08-02,2025-09-01,1,303.75,303.75,Website,1
2719,6830,Turku,Premium Climate,2026-01-07,2026-06-06,5,168.3,841.5,Google Ads,1
2720,5743,Tampere,5m² Unit,2025-01-21,2025-05-21,4,97.75,391.0,Partner,1
2721,1941,Tampere,Small Locker,2025-05-19,2025-09-16,4,86.25,345.0,Referral,0
2722,1245,Vantaa,5m² Unit,2025-01-29,2025-12-25,11,106.25,1168.75,Walk-in,1
2723,5611,Helsinki,10m² Unit,2024-04-26,2025-03-22,11,225.0,2475.0,Partner,1
2724,8594,Turku,5m² Unit,2026-03-02,2027-01-26,11,110.0,1210.0,Referral,1
2725,7502,Vantaa,10m² Unit,2025-08-08,2026-05-05,9,234.38,2109.42,Website,1
2726,6850,Espoo,10m² Unit,2025-12-24,2026-08-21,8,172.12,1376.96,Website,0
2727,1789,Tampere,Small Locker,2025-05-28,2026-05-23,12,86.25,1035.0,Website,0
2728,8431,Espoo,Small Locker,2026-04-11,2026-05-11,1,81.0,81.0,Partner,1
2729,6497,Turku,10m² Unit,2024-10-21,2025-04-19,6,165.0,990.0,Google Ads,0
2730,5730,Helsinki,Small Locker,2026-02-27,2026-10-25,8,76.5,612.0,Referral,1
2731,2293,Turku,Small Locker,2025-07-13,2025-09-11,2,82.5,165.0,Google Ads,0
2732,2394,Vantaa,Small Locker,2025-10-18,2026-01-16,3,75.0,225.0,Google Ads,1
2733,1222,Tampere,5m² Unit,2024-05-01,2025-04-26,12,143.75,1725.0,Partner,0
2734,3211,Helsinki,Premium Climate,2026-01-30,2026-03-31,2,229.5,459.0,Partner,1
2735,7776,Helsinki,Premium Climate,2024-06-13,2024-08-12,2,337.5,675.0,Website,0
2736,9166,Turku,10m² Unit,2025-09-28,2025-10-28,1,165.0,165.0,Partner,1
2737,2547,Vantaa,Premium Climate,2024-08-20,2024-09-19,1,281.25,281.25,Website,0
2738,1400,Tampere,5m² Unit,2025-04-30,2025-12-26,8,115.0,920.0,Google Ads,1
2739,7819,Helsinki,5m² Unit,2025-06-03,2025-08-02,2,187.5,375.0,Partner,1
2740,4572,Tampere,10m² Unit,2026-03-12,2026-09-08,6,172.5,1035.0,Website,1
2741,1953,Vantaa,Small Locker,2024-06-05,2024-12-02,6,93.75,562.5,Partner,1
2742,6844,Espoo,5m² Unit,2026-02-27,2026-04-28,2,114.75,229.5,Referral,0
2743,7657,Turku,10m² Unit,2025-08-29,2025-11-27,3,206.25,618.75,Partner,0
2744,6563,Espoo,Small Locker,2025-11-20,2026-06-18,7,68.85,481.95,Partner,0
2745,7705,Helsinki,Premium Climate,2024-11-02,2025-07-30,9,229.5,2065.5,Website,1
2746,2180,Vantaa,10m² Unit,2025-06-23,2025-08-22,2,234.38,468.76,Walk-in,0
2747,6750,Helsinki,Premium Climate,2025-02-02,2025-12-29,11,229.5,2524.5,Referral,0
2748,6501,Helsinki,10m² Unit,2024-08-18,2025-08-13,12,281.25,3375.0,Referral,1
2749,7614,Tampere,Premium Climate,2024-06-30,2025-01-26,7,258.75,1811.25,Referral,1
2750,1247,Espoo,Small Locker,2024-05-03,2024-06-02,1,101.25,101.25,Google Ads,1
2751,1335,Vantaa,Premium Climate,2026-04-13,2026-09-10,5,225.0,1125.0,Referral,1
2752,5077,Vantaa,10m² Unit,2025-10-01,2026-08-27,11,187.5,2062.5,Google Ads,1
2753,9414,Vantaa,5m² Unit,2025-07-07,2026-04-03,9,156.25,1406.25,Walk-in,1
2754,7929,Tampere,Premium Climate,2024-06-06,2024-10-04,4,258.75,1035.0,Partner,0
2755,3014,Helsinki,10m² Unit,2024-11-28,2024-12-28,1,191.25,191.25,Website,0
2756,1856,Tampere,Premium Climate,2025-05-26,2026-04-21,11,258.75,2846.25,Partner,0
2757,5767,Tampere,Small Locker,2025-10-11,2026-02-08,4,69.0,276.0,Walk-in,1
2758,7442,Vantaa,Small Locker,2026-01-11,2026-12-07,11,63.75,701.25,Website,0
2759,2311,Espoo,5m² Unit,2026-01-21,2026-04-21,3,114.75,344.25,Website,1
2760,4320,Tampere,Small Locker,2024-11-22,2025-10-18,11,58.65,645.15,Partner,0
2761,8543,Turku,5m² Unit,2024-11-04,2025-08-31,10,93.5,935.0,Google Ads,1
2762,6748,Tampere,10m² Unit,2025-06-15,2025-08-14,2,215.62,431.24,Website,1
2763,4982,Helsinki,5m² Unit,2024-05-28,2024-08-26,3,187.5,562.5,Referral,1
2764,5213,Helsinki,Small Locker,2025-07-12,2025-08-11,1,112.5,112.5,Partner,1
2765,5810,Helsinki,10m² Unit,2025-03-05,2026-01-29,11,225.0,2475.0,Website,1
2766,6040,Turku,Small Locker,2024-07-28,2024-12-25,5,82.5,412.5,Google Ads,0
2767,7338,Vantaa,Small Locker,2024-10-22,2025-02-19,4,75.0,300.0,Walk-in,0
2768,2749,Turku,10m² Unit,2025-03-25,2026-02-18,11,165.0,1815.0,Google Ads,0
2769,3137,Vantaa,5m² Unit,2025-06-27,2025-08-26,2,156.25,312.5,Walk-in,0
2770,6554,Tampere,Small Locker,2024-07-15,2024-12-12,5,86.25,431.25,Google Ads,0
2771,8064,Vantaa,Premium Climate,2026-03-05,2026-04-04,1,225.0,225.0,Walk-in,1
2772,6773,Helsinki,10m² Unit,2025-01-20,2025-10-17,9,191.25,1721.25,Partner,1
2773,8173,Turku,5m² Unit,2025-03-28,2025-06-26,3,110.0,330.0,Referral,0
2774,8261,Vantaa,Premium Climate,2024-11-28,2025-07-26,8,191.25,1530.0,Google Ads,1
2775,1592,Turku,Premium Climate,2025-11-04,2026-08-31,10,168.3,1683.0,Partner,1
2776,6172,Vantaa,Premium Climate,2024-06-22,2025-01-18,7,281.25,1968.75,Referral,1
2777,3456,Helsinki,5m² Unit,2025-02-10,2025-11-07,9,127.5,1147.5,Walk-in,1
2778,2957,Turku,10m² Unit,2026-02-11,2026-10-09,8,140.25,1122.0,Google Ads,1
2779,2687,Espoo,Premium Climate,2026-04-11,2026-12-07,8,243.0,1944.0,Partner,1
2780,9559,Vantaa,10m² Unit,2026-03-15,2026-11-10,8,187.5,1500.0,Walk-in,0
2781,9184,Turku,Premium Climate,2026-01-31,2026-03-02,1,168.3,168.3,Website,0
2782,3834,Tampere,Premium Climate,2025-08-02,2026-03-30,8,258.75,2070.0,Partner,0
2783,6618,Espoo,Small Locker,2024-12-15,2025-11-10,11,68.85,757.35,Website,1
2784,3846,Tampere,Premium Climate,2025-08-29,2025-11-27,3,258.75,776.25,Walk-in,0
